noFinesset,title,capacity,postcode,city
780803409,Foyer-Logement Résidence de l'Orme à la Blonde,51,78450,VILLEPREUX
780804233,Foyer-Logement Résidence L'âge d'or,34,78440,GARGENVILLE
780001731,EHPAD Le Clos Saint-Jean,90,78440,GARGENVILLE
780700845,EHPAD Résidence Saint Joseph,135,78430,LOUVECIENNES
780804845,EHPAD Korian Le Coeur Volant,103,78430,LOUVECIENNES
780801999,Foyer-Logement Résidence Les fermettes,72,78420,CARRIERES SUR SEINE
780006508,EHPAD Les Jardins Médicis,60,78410,AUBERGENVILLE
780824256,Résidence Korian Mandoline,112,78400,CHATOU
780804126,Foyer-Logement Résidence Les portiques,79,78400,CHATOU
780802039,Foyer-Logement Résidence Les grands chênes,76,78400,CHATOU
780006458,Ehpad - résidence Marconi,102,78400,CHATOU
780824587,USLD Centre hospitalier de Plaisir,0,78370,PLAISIR
780805966,EHPAD de l'Hôpital gérontologique de Plaisir,421,78370,PLAISIR
780010328,Accueil de jour Le Galion,10,78370,PLAISIR
780802153,Foyer-Logement Résidence Edouard Behuret,75,78360,MONTESSON
780022364,EHPAD Léopold Bellan de Montesson,84,78360,MONTESSON
780822052,EHPAD Résidence Juliette Victor,95,78350,JOUY EN JOSAS
780804134,Foyer-Logement Résidence Fleury,66,78330,FONTENAY LE FLEURY
780701595,EHPAD Le Fort Manoir,71,78320,LE MESNIL ST DENIS
780000238,EHPAD Denis Forestier,116,78320,LA VERRIERE
780802054,Résidence les moissoneurs,80,78310,COIGNIERES
780802138,EHPAD Résidence Repotel,78,78310,MAUREPAS
780823654,EHPAD Korian Résidence Le Val d'Essonne ,60,78310,MAUREPAS
780800892,USLD les Maisonnées,0,78300,POISSY
780820478,Foyer-Logement Résidence Les ursulines,76,78300,POISSY
780823423,EHPAD Korian l'Île de Migneaux ,124,78300,POISSY
780824959,EHPAD Jardins d'Eleusis,85,78300,POISSY
780800876,EHPAD Hervieux,60,78300,POISSY
780802468,EHPAD La Roseraie,100,78290,CROISSY SUR SEINE
780823084,EHPAD Korian Les Saules,106,78280,GUYANCOURT
780018560,EHPAD Villa des Aînés ,74,78270,BONNIERES SUR SEINE
780801981,Foyer-Logement Résidence Pompidou,68,78260,ACHERES
780822748,USLD Chatelain Guillet,0,78250,MEULAN EN YVELINES
780801742,EHPAD Les Jardins Medicis,65,78250,MEZY SUR SEINE
780800306,EHPAD Châtelain Guillet,103,78250,MEULAN EN YVELINES
780825295,EHPAD Château de Chambourcy,93,78240,CHAMBOURCY
780701637,EHPAD Notre-Dame,80,78230,LE PECQ
780823795,EHPAD Les Tilleuls,84,78230,LE PECQ
780701082,EHPAD Les Aulnettes,141,78220,VIROFLAY
780022372,EHPAD La Source,84,78220,VIROFLAY
780011359,EHPAD Korian Le Parc de l'Abbaye ,85,78210,ST CYR L ECOLE
780803433,RPA les Myosotis,40,78200,MAGNANVILLE
780700811,Foyer-Logement Résidence fleurie,67,78200,MANTES LA JOLIE
780701850,Foyer-Logement Résidence De la Tour,75,78200,MANTES LA JOLIE
780020087,EHPAD du Centre hospitalier de Mantes-la-Jolie,50,78200,MANTES LA JOLIE
780018792,EHPAD Leopold-Bellan,94,78200,MANTES LA JOLIE
780700803,EHPAD Centre de gérontologie Clinique Léopold Bellan,324,78200,MAGNANVILLE
780022752,EHPAD - Résidence Madeleine Brès,90,78200,BUCHELAY
780804209,Centre de long séjour du Centre hospitalier de Mantes,0,78200,MANTES LA JOLIE
780802294,Résidence autonomie Jean Fourcassa,68,78190,TRAPPES
780826244,EHPAD Korian Quieta,78,78180,MONTIGNY LE BRETONNEUX
780022356,EHPAD Château de la Couldre,88,78180,MONTIGNY LE BRETONNEUX
780802013,Résidence Renaissance,62,78170,LA CELLE ST CLOUD
780000204,EHPAD Villa d'Épidaure,87,78170,LA CELLE ST CLOUD
780802146,Résidence Mansart,45,78160,MARLY LE ROI
780006599,EHPAD Résidence La Fontaine ,90,78160,MARLY LE ROI
780802047,Résidence autonomie Les Chênes Verts,84,78150,LE CHESNAY
780004669,EHPAD Les Lys,90,78150,LE CHESNAY
780804803,EHPAD Les Chênes d'or,69,78150,LE CHESNAY
780822466,EHPAD Hameau du Roy,100,78150,LE CHESNAY
780804811,Résidence autonomie Madeleine Wagner,88,78140,VELIZY VILLACOUBLAY
780701884,Foyer-Logement Résidence Anne de Bretagne,74,78130,LES MUREAUX
780824942,EHPAD Relais Tendresse,90,78125,GAZERAN
780823357,EHPAD La Cerisaie,90,78125,POIGNY LA FORET
780701900,Résidence autonomie Le Bon Vieux Temps,51,78120,RAMBOUILLET
780701652,Le Refuge des Cheminots,80,78120,RAMBOUILLET
780803995,EHPAD Les Patios d'Angennes,160,78120,RAMBOUILLET
780824082,EHPAD Korian Clairefontaine,80,78120,CLAIREFONTAINE EN YVELINES
780003299,Accueil de jour Le Catalpa,10,78120,RAMBOUILLET
780022976,Service d'Accueil de Jour Handicap Domaine du Mérantais,0,78114,MAGNY LES HAMEAUX
780010369,Accueil de jour personnes âgées du Merantais,10,78114,MAGNY LES HAMEAUX
780802203,Résidence Jean Laurent et Résidence Pallu,86,78110,LE VESINET
780825337,Hôpital Le-Vésinet,0,78110,LE VESINET
780802195,Foyer-Logement Résidence sully,51,78110,LE VESINET
780804175,USLD de Nivard Saint-Germain,0,78100,ST GERMAIN EN LAYE
780802351,Résidence autonomie Berlioz,75,78100,ST GERMAIN EN LAYE
780701710,Maison de retraite les Augustines,73,78100,ST GERMAIN EN LAYE
780002663,EHPAD Ropital- Anquetin,44,78100,ST GERMAIN EN LAYE
780002408,EHPAD Les Jardins de Cybèle Résidence Les Coteaux,76,78100,ST GERMAIN EN LAYE
780022877,EHPAD Korian Parc des Dames,84,78100,ST GERMAIN EN LAYE
780010088,Accueil de jour Etape 3A,10,78100,ST GERMAIN EN LAYE
780802187,Résidence autonomie Boely,46,78000,VERSAILLES
780825329,Maison de santé Claire Demeure,0,78000,VERSAILLES
780800736,EHPAD des Soeurs Augustines,195,78000,VERSAILLES
780700746,EHPAD Saint-Louis,79,78000,VERSAILLES
780000220,EHPAD Ma Maison,69,78000,VERSAILLES
780700688,EHPAD Lepine Versailles,124,78000,VERSAILLES
780700985,EHPAD Hyacinthe Richaud,133,78000,VERSAILLES
780003349,Centre d'Accueil de jour La Porte verte,12,78000,VERSAILLES
770001345,EHPAD Baccara,27,77970,PECY
770815009,EHPAD Résidence Les Bruyères,64,77940,VOULX
770700979,EHPAD Mathurin-Fouquet,72,77920,SAMOIS SUR SEINE
770003069,EHPAD Korian La Magdeleine,64,77910,VARREDDES
770701001,EHPAD Les Jardins de Chagot,86,77890,BEAUMONT DU GATINAIS
770802619,EHPAD Les Brullys,92,77870,VULAINES SUR SEINE
770001469,EhPAD Les Airelles,28,77860,COUILLY PONT AUX DAMES
770420040,EHPAD MNA Artistes Dramatiques,60,77860,COUILLY PONT AUX DAMES
770803419,EHPAD Korian Sainte-Geneviève ,79,77850,HERICY
770701068,EHPAD Les Tamaris,65,77840,CROUY SUR OURCQ
770701027,EHPAD du Châtelet,78,77820,LE CHATELET EN BRIE
770815884,EHPAD Résidence Les chênes rouges,80,77780,BOURRON MARLOTTE
770802692,EHPAD Saint-Joseph,71,77760,LA CHAPELLE LA REINE
770802338,Foyer-Logement RPA,80,77720,MORMANT
770003382,EHPAD Le parc fleuri,62,77720,MORMANT
770815272,EHPAD Le Château de Montjay,80,77720,BOMBON
770803450,EHPAD Le château de Villeniard,93,77710,VAUX SUR LUNAIN
770017291,EHPAD Résidence Les Berges du Danube,98,77700,SERRIS
770802072,EHPAD Le Patio,203,77680,ROISSY EN BRIE
770003341,EHPAD Résidence des sept Moulins,21,77670,VERNOU LA CELLE SUR SEINE
770803682,EHPAD Le cercle des aînes,75,77670,ST MAMMES
770802288,RPA Résidence les jardins du marais,63,77650,LONGUEVILLE
770813814,USLD du Centre hospitalier,0,77640,JOUARRE
770803716,EHPAD du centre hospitalier,211,77640,JOUARRE
770802775,EHPAD La Houssaie,80,77640,JOUARRE
770802684,EHPAD Abbaye Notre-Dame,19,77640,JOUARRE
770803377,EHPAD La Forestière,62,77630,ARBONNE LA FORET
770022473,USLD CMPA Neufmoutiers,0,77610,NEUFMOUTIERS EN BRIE
770017523,EHPAD Les Jardins de Médicis,75,77610,FONTENAY TRESIGNY
770803492,EHPAD Les Jardins de Bussy,70,77600,BUSSY ST GEORGES
770803427,EHPAD Le Château des Cèdres,108,77600,CONCHES SUR GONDOIRE
770803591,EHPAD COS Fontenelle,110,77600,CHANTELOUP EN BRIE
770814952,EHPAD Quiétude,72,77590,CHARTRETTES
770814093,EHPAD L'Orée du Bois,77,77590,BOIS LE ROI
770701050,EHPAD de Crecy,63,77580,CRECY LA CHAPELLE
770814994,EHPAD Le Château de Chantemerle,80,77580,MAISONCELLES EN BRIE
770811628,Résidence les Plantagenets,106,77570,CHATEAU LANDON
770700938,EHPAD Saint-Séverin,96,77570,CHATEAU LANDON
770802031,EHPAD - Résidence Domaine Jallemain,100,77570,CHATEAU LANDON
770015741,EHPAD Résidence l'Aubetine,50,77560,VILLIERS ST GEORGES
770803468,EHPAD Château du Plessis Picard,65,77550,REAU
770019321,MARPA des Sources de l'Yerres,25,77540,ROZAY EN BRIE
770130060,EHPAD Pierre Comby,81,77540,ROZAY EN BRIE
770701084,EHPAD Le Clos Fleuri,71,77520,DONNEMARIE DONTILLY
770802643,EHPAD Abbaye Notre-Dame,18,77515,FAREMOUTIERS
770700987,EHPAD Saint-Aile,92,77510,REBAIS
770802213,Résidence Albert Flamant,75,77500,CHELLES
770003473,La Maison du Tilleul Argenté ,75,77500,CHELLES
770814903,Foyer-Logement Henri Trinquant,80,77500,CHELLES
770802635,EHPAD COS Le Manoir,91,77500,CHELLES
770802197,Foyer-Logement Résidence de l'étang,80,77480,BRAY SUR SEINE
770701019,EHPAD Le Fil d'Argent,90,77480,BRAY SUR SEINE
770802718,EHPAD La Garenne,85,77460,SOUPPES SUR LOING
770017804,EHPAD Résidence Les Tourterelles,82,77450,ESBLY
770001287,EHPAD Résidence du Moulin,80,77440,LIZY SUR OURCQ
770802205,Foyer-Logement Les glycines,55,77420,CHAMPS SUR MARNE
770003390,EHPAD Les Glycines,53,77420,CHAMPS SUR MARNE
770003424,Résidence Diane,86,77410,CLAYE SOUILLY
770814655,EHPAD Résidence du Château,92,77410,CLAYE SOUILLY
770802650,EHPAD Le Château de Louche,71,77410,ANNET SUR MARNE
770790095,EHPAD Château du Poitou,77,77410,VILLEVAUDE
770802254,Résidence la Sérénité,62,77400,LAGNY SUR MARNE
770813947,EHPAD Résidence Saint-Thibault-des-Vignes,100,77400,ST THIBAULT DES VIGNES
770815827,EHPAD Korian La Détente ,85,77400,DAMPMART
770814689,La Maison du Grand Chêne,78,77380,COMBS LA VILLE
770019115,EHPAD Les patios de l'Yerres,54,77380,COMBS LA VILLE
770808608,Résidence du Château,39,77370,NANGIS
770701100,EHPAD Les Patios,93,77370,NANGIS
770802312,Résidence les Mésanges,85,77360,VAIRES SUR MARNE
770802262,Résidence autonomie Les Tournelles,78,77350,LE MEE SUR SEINE
770802668,EHPAD Résidence Malka,92,77350,BOISSISE LA BERTRAND
770004109,EHPAD Résidence Les bruyères,80,77350,BOISSISE LA BERTRAND
770015196,EHPAD Korian La Ferme du Marais,210,77350,LE MEE SUR SEINE
770808616,Résidence Georges Brassens,80,77340,PONTAULT COMBAULT
770700144,EHPAD La résidence du parc,250,77340,PONTAULT COMBAULT
770808673,EHPAD Korian Les Roses,75,77340,PONTAULT COMBAULT
770816312,Foyer-Logement Résidence Du Parc,89,77330,OZOIR LA FERRIERE
770802247,Résidence la Commanderie,59,77320,LA FERTE GAUCHER
770790749,EHPAD Le Marais,80,77320,LA FERTE GAUCHER
770015782,EHPAD Le Bois Clément,79,77320,LA FERTE GAUCHER
770802304,Résidence les Heures Claires,91,77310,ST FARGEAU PONTHIERRY
770811560,EHPAD Résidence du hameau de Villers,38,77310,ST FARGEAU PONTHIERRY
770814846,EHPAD Le Village,92,77310,BOISSISE LE ROI
770016632,EHPAD Le Grand Pavois,96,77310,ST FARGEAU PONTHIERRY
770814929,Résidence Rosa Bonheur,66,77300,FONTAINEBLEAU
770802239,Résidence Lorraine,41,77300,FONTAINEBLEAU
770808632,EHPAD du Centre hospitalier de Fontainebleau,240,77300,FONTAINEBLEAU
770803534,EHPAD Villa Baucis,70,77300,FONTAINEBLEAU
770003408,EHPAD Résidence Les Acacias,72,77290,MITRY MORY
770811644,RPA Octave Landry,58,77270,VILLEPARISIS
770815876,EHPAD Les Floralies,60,77260,LA FERTE SOUS JOUARRE
770019396,EHPAD La Meulière de la Marne,122,77260,LA FERTE SOUS JOUARRE
770814804,Résidence Harmonie,82,77250,MORET SUR LOING
770802320,Résidence  autonomie Les Roses,71,77250,VENEUX LES SABLONS
770002939,EHPAD Les Roses Source Nadon,52,77250,VENEUX LES SABLONS
770811313,EHPAD Arthur Vernes,48,77250,MORET SUR LOING
770015774,EHPAD Korian Le Parc aux Chênes ,26,77240,CESSON
770000081,EHPAD Château de Seine-Port,60,77240,SEINE PORT
770701076,EHPAD Au Coin du Feu,60,77230,DAMMARTIN EN GOELE
770811784,EHPAD de Tournan en Brie,162,77220,TOURNAN EN BRIE
770814044,EHPAD Résidence Klarène,87,77220,TOURNAN EN BRIE
770802189,Résidence autonomie Jean Fontenelle,102,77210,AVON
770021939,Résidence Les jardins de Sedna,14,77210,AVON
770813939,EHPAD Les Jardins de Sedna,85,77210,AVON
770814069,Résidence personnes âgées Lucien-Mayadoux les Cèdres,48,77200,TORCY
770814754,EHPAD Les Opalines,108,77200,TORCY
770814895,EHPAD Résidence de l'Ermitage,80,77190,DAMMARIE LES LYS
770014686,Résidence la Pergola,84,77186,NOISIEL
770700961,EHPAD La Chocolatière,120,77186,NOISIEL
770803443,EHPAD Malnoue,120,77184,EMERAINVILLE
770002228,EHPAD Solemnes Domaine de la Grange,141,77176,SAVIGNY LE TEMPLE
770811222,EHPAD Repotel Savigny,80,77176,SAVIGNY LE TEMPLE
770802726,EHPAD La Guette,120,77174,VILLENEUVE ST DENIS
770813749,EHPAD - Résidence la petite maison,22,77173,CHEVRY COSSIGNY
770022655,USLD du centre de réadaptation de Coubert,0,77170,COUBERT
770790640,EHPAD de l'Hôpital de Brie Comte Robert,209,77170,BRIE COMTE ROBERT
770811545,EHPAD Mélod'Hier,87,77170,COUBERT
770815579,EHPAD Résidence LBA - La caravelle,65,77165,ST SOUPPLETS
770814861,EHPAD Résidence de l'Étang,77,77163,MORTCERF
770815330,Résidence le Champ d'Alouette,22,77160,CHENOISE
770790632,EHPAD du Centre hospitalier de Provins,160,77160,PROVINS
770016459,EHPAD Les Jardins Médicis,109,77160,PROVINS
770813905,EHPAD La table ronde,59,77160,PROVINS
770016616,Centre d'accueil de jour des Jardins Médicis,4,77160,PROVINS
770815306,EHPAD Résidence Le château,92,77148,SALINS
770815140,Résidence Korian de Chaintréauville,69,77140,ST PIERRE LES NEMOURS
770814077,RPA Paul Vincent,30,77140,NEMOURS
770707586,EHPAD du Canton de Nemours,123,77140,ST PIERRE LES NEMOURS
770017119,EHPAD Résidence François Villon,76,77140,NEMOURS
770814671,EHPAD Les Jardins-du-Loing,70,77140,ST PIERRE LES NEMOURS
770020642,EHPAD Centre de gériatrie le Rocher Vert,76,77140,NEMOURS
770701118,EHPAD Les Jardins de la Voulzie,90,77134,LES ORMES SUR VOULZIE
770809200,USLD La Faîencerie,0,77130,MONTEREAU FAULT YONNE
770802296,Résidence autonomie Bellefeuille,82,77130,MONTEREAU FAULT YONNE
770020444,MARPA Résidence Des cyprès,24,77130,VARENNES SUR SEINE
770015360,EHPAD Résidence La Garenne,31,77130,LA GRANDE PAROISSE
770809218,EHPAD Mésanges et Hirondelles,80,77130,MONTEREAU FAULT YONNE
770803476,EHPAD Les Tournesols,68,77130,CANNES ECLUSE
770701092,EHPAD Le Château de Challeau,52,77130,DORMELLES
770001311,EHPAD La Résidence Château Nodet,92,77130,MONTEREAU FAULT YONNE
770815223,EHPAD Résidence Repotel,81,77127,LIEUSAINT
770816601,EHPAD La Résidence des deux Moulins,19,77122,MONTHYON
770814085,Foyer-Logement Résidence  La colombière,118,77120,COULOMMIERS
770810406,EHPAD Résidence de l'Aubetin,43,77120,AMILLIS
770016848,EHPAD Résidence Les Champs,80,77120,COULOMMIERS
770811602,Résidence Terfaux,60,77100,MEAUX
770015188,Résidence Ondine Orpea,80,77100,MAREUIL LES MEAUX
770300101,EHPAD d'Orgement du Centre hospitalier de Meaux,30,77100,MEAUX
770803575,EHPAD Maison des Augustines,158,77100,MEAUX
770015071,EHPAD Korian Au Fil du Temps,83,77100,MEAUX
770790004,Centre hospitalier de Meaux,0,77100,MEAUX
770811289,USLD du Centre hospitalier de Melun,0,77000,MELUN
770707602,Résidence Yvonne de Gaulle,83,77000,MELUN
770810877,Résidence Blanche de Castille,80,77000,MELUN
770802270,Foyer-Logement Résidence La chesnaie,88,77000,LIVRY SUR SEINE
770808806,EHPAD du Centre hospitalier de Melun,149,77000,MELUN
770016939,EHPAD Edmée Porta,84,77000,MELUN
760791384,Résidence Du parc,73,76960,NOTRE DAME DE BONDEVILLE
760782383,EHPAD La Côte de Velours,62,76960,NOTRE DAME DE BONDEVILLE
760918722,EHPAD Le Bois-Joli,64,76950,LES GRANDES VENTES
760801977,Résidence Gerard Tertre,51,76940,LA MAILLERAYE SUR SEINE
760792085,Résidence le Clair Logis,35,76890,VAL DE SAANE
760920066,EHPAD Le Val Fleuri,42,76890,VAL DE SAANE
760791038,Résidence Saint-Juilien,50,76880,ARQUES LA BATAILLE
760023028,EHPAD La Maison de Fannie,83,76880,ARQUES LA BATAILLE
760782318,EHPAD LEFEBVRE-BLONDEL-DUBUS,60,76870,GAILLEFONTAINE
760801852,Résidence St-Jean,61,76850,BOSC LE HARD
760792101,Résidence les tilleuls,47,76810,LUNERAY
760782342,EHPAD Albert Jean,83,76810,LUNERAY
760790956,Résidence BTP RMS Le Château Blanc,117,76800,ST ETIENNE DU ROUVRAY
760914838,Résidence Ambroise-Croizat,42,76800,ST ETIENNE DU ROUVRAY
760027268,EHPAD MBV -Michel Grandpierre,86,76800,ST ETIENNE DU ROUVRAY
760791269,Résidence Germaine Coty,60,76790,ETRETAT
760915405,EHPAD Étoile du Matin,57,76790,ETRETAT
760791350,Résidence les Tilleuls,68,76770,MALAUNAY
760791343,Foyer-Logement Le Houlme,81,76770,LE HOULME
760919282,EHPAD La Source,56,76770,LE HOULME
760801910,Foyer-Logement les Aubépines Yerville,24,76760,YERVILLE
760791533,Foyer-Logement Résidence Béguinage Les lilas,24,76760,YERVILLE
760918250,EHPAD Les Bruyères,65,76760,YERVILLE
760917005,EHPAD de Morgny la Pommeraye,44,76750,MORGNY LA POMMERAYE
760782201,EHPAD Gilles-Martin,50,76750,BUCHY
760791293,Résidence Bel Horizon,30,76740,FONTAINE LE DUN
760791046,Résidence Béguinage,39,76720,AUFFAY
760804773,Résidence Judith Dutheil,66,76710,MONTVILLE
760782375,EHPAD Les Myosotis,48,76710,MONTVILLE
760791590,Résidence l'Estuaire,72,76700,GONFREVILLE L ORCHER
760791608,Résidence du Clos Fleuri,75,76700,GONFREVILLE L ORCHER
760791624,Résidence des 104,76,76700,HARFLEUR
760782755,EHPAD Maison Saint-Joseph,92,76700,ROGERVILLE
760023218,EHPAD Les Charmettes,64,76700,GONFREVILLE L ORCHER
760781633,EHPAD de Grugny,356,76690,GRUGNY
760782417,EHPAD Résidence d'Eawy,84,76680,ST SAENS
760913624,EHPAD La Maison Normande,23,76680,ST MARTIN OSMONVILLE
760920702,PUV MARPA DU BEAU SOLEIL,20,76660,LONDINIERES
760801787,Résidence les Couronniers,41,76650,PETIT COURONNE
760802256,Résidence la Hêtraie,37,76640,YEBLERON
760791285,Résidence Béguinage,24,76640,FAUVILLE EN CAUX
760782284,Résidence Bouic-manoury,110,76640,FAUVILLE EN CAUX
760914507,Foyer-Logement pour personnes âgées,14,76640,FAUVILLE EN CAUX
760782268,EHPAD Lemarchand,62,76630,ENVERMEU
760802629,VISITATION LE HAVRE,47,76600,LE HAVRE
760806984,USLD les Terrasses de Flaubert,0,76600,LE HAVRE
760791723,Résidence Montgéon,72,76600,LE HAVRE
760791657,Résidence Massillon,58,76600,LE HAVRE
760791699,Résidence Lamartine,100,76600,LE HAVRE
760802611,Résidence Irène Joliot Curie,65,76600,LE HAVRE
760791665,Résidence Bretagne,72,76600,LE HAVRE
760921726,Les escales - EHPAD Guillaume le Conquérant - Les escales,94,76600,LE HAVRE
760010538,Foyer-Logement PETITES SOEURS DES PAUVRES,17,76600,LE HAVRE
760027557,EHPAD site Pasteur - Les escales,120,76600,LE HAVRE
760023549,EHPAD Villa Saint-Nicolas,109,76600,LE HAVRE
760791681,EHPAD Saint-Just,95,76600,LE HAVRE
760790832,EHPAD Ma Maison,64,76600,LE HAVRE
760800631,EHPAD Les iris - Les escales,56,76600,LE HAVRE
760802991,EHPAD Les escales,120,76600,LE HAVRE
760037622,EHPAD Les colibris - les escales,122,76600,LE HAVRE
760026773,EHPAD Les Jardins d'Elodie,126,76600,LE HAVRE
760791673,EHPAD Le bois de Bléville,90,76600,LE HAVRE
760915397,EHPAD La Mare au Clerc,124,76600,LE HAVRE
760025973,EHPAD Korian Porte Océane,123,76600,LE HAVRE
760037614,EHPAD Jean Desaint - Les escales,152,76600,LE HAVRE
760035352,MARPA LA VARENNE,24,76590,TORCY LE GRAND
760782409,EHPAD Résidence La Scie,82,76590,ST CRESPIN
760792069,Résidence René Biville,81,76580,LE TRAIT
760792077,Résidence Pierre Brossolette,57,76580,LE TRAIT
760801902,Résidence Georges de Beaurepaire,56,76570,PAVILLY
760782391,EHPAD du centre hospitalier de l'Austreberthe,86,76570,PAVILLY
760791327,Résidence  les Sources,30,76560,HERICOURT EN CAUX
760911453,Foyer-Logement Résidence Le clos des mottes,63,76560,DOUDEVILLE
760800094,Résidence les Jonquilles,48,76550,OFFRANVILLE
760801803,Résidence la Vallee,51,76550,HAUTOT SUR MER
760792044,EHPAD Les Pâquerettes,91,76540,SASSETOT LE MAUCONDUIT
760791616,Résidence Eugénie Cotton,60,76530,GRAND COURONNE
760026732,EHPAD Résidence Carola,24,76530,GRAND COURONNE
760791509,Résidence les myosotis,47,76510,ST NICOLAS D ALIERMONT
760791251,Résidence du Sud,92,76500,ELBEUF
760914473,Résidence François Naour,30,76500,LA LONDE
760922070,EHPAD La Source,60,76500,ELBEUF
760802686,EHPAD La Ruche,86,76500,ELBEUF
760914515,Résidence Paul Bréchot,39,76490,CAUDEBEC EN CAUX
760782128,EHPAD Maurice Collet,162,76490,CAUDEBEC EN CAUX
760791335,Résidence des Boucles de Seine,30,76480,JUMIEGES
760914747,Résidence Louis Robin,31,76480,ST PIERRE DE VARENGEVILLE
760791236,Résidence Germaine Coty,29,76480,DUCLAIR
760028894,EHPAD L'Archipel,89,76480,DUCLAIR
760781609,EHPAD Jean-Ferrat,91,76470,LE TREPORT
760801951,Résidence les Camélias,51,76460,ST VALERY EN CAUX
760802934,EHPAD du Centre hospitalier du Grand Large,95,76460,ST VALERY EN CAUX
760914531,Résidence les marroniers,39,76450,CANY BARVILLE
760791459,Résidence Béguinage,17,76450,OURVILLE EN CAUX
760782326,EHPAD Anne-Françoise Le Boultz,153,76450,GRAINVILLE LA TEINTURIERE
760801324,Foyer-Logement CCAS Forges les Eaux,38,76440,FORGES LES EAUX
760782300,EHPAD Fondation Beaufils,158,76440,FORGES LES EAUX
760919019,USLD CH SAINT-ROMAIN-DE-COLBOSC,0,76430,ST ROMAIN DE COLBOSC
760802074,Résidence Jean Pellot,45,76430,ST ROMAIN DE COLBOSC
760802975,EHPAD CH SAINT-ROMAIN-DE-COLBOSC,127,76430,ST ROMAIN DE COLBOSC
760035568,EHPAD Les collines de la Seine,100,76410,ST AUBIN LES ELBEUF
760023697,EHPAD Les Jonquilles,70,76410,TOURVILLE LA RIVIERE
760922062,EHPAD Le Bois-Rond,70,76410,CLEON
760806950,USLD de l'EHPAD Yvon Lamour,0,76400,FECAMP
760802009,Résidence Ulysse Prévot,42,76400,FECAMP
760791566,Résidence Paul Bert,39,76400,FECAMP
760791574,Résidence Jean Bart et Suffren,59,76400,FECAMP
760919381,Résidence Hôtel de Ville,41,76400,FECAMP
760801316,Résidence Gaston Marest,60,76400,FECAMP
760028290,EHPAD Yvon Lamour,92,76400,FECAMP
760920637,EHPAD Le Shamrock,94,76400,FECAMP
760920629,EHPAD Le Moulin au Roy,80,76400,FECAMP
760922625,EHPAD Le Bois-Martel,60,76400,FECAMP
760782185,EHPAD Résidence du Duc d'Aumale,93,76390,AUMALE
760801738,Résidence Aragon,61,76380,CANTELEU
760028639,EHPAD Jean-Ferrat,93,76380,CANTELEU
760921304,EHPAD Les Matins Bleus,70,76370,BELLEVILLE SUR MER
760033803,USLD du Centre hospitalier Barentin,0,76360,BARENTIN
760791061,Résidence Rosemonde Gérard,31,76360,BARENTIN
760791053,Résidence Jean Richepin,45,76360,BARENTIN
760802868,EHPAD du centre hospitalier de l'Austreberthe,123,76360,BARENTIN
760921247,USLD Oissel Chu de Rouen,0,76350,OISSEL
760915579,EHPAD Le Quesnot,60,76350,OISSEL
760782193,EHPAD Masse de Cormeilles,79,76340,BLANGY SUR BRESLE
760782896,EHPAD Castel Saint-Joseph Hodeng au Bosc,88,76340,HODENG AU BOSC
760791426,Résidence les Sapins,31,76330,NOTRE DAME DE GRAVENCHON
760791442,Résidence le Béguinage,24,76330,NOTRE DAME DE GRAVENCHON
760791434,Résidence Robert Lebas,53,76330,NOTRE DAME DE GRAVENCHON
760913590,EHPAD Le Telhuet,74,76330,NOTRE DAME DE GRAVENCHON
760801969,Résidence Maurice Ladam,55,76320,CAUDEBEC LES ELBEUF
760802082,Résidence Marguerite Thibert,76,76320,ST PIERRE LES ELBEUF
760803031,EHPAD Lecallier Leriche Epms,252,76320,CAUDEBEC LES ELBEUF
760913731,EHPAD La Roseraie,80,76310,STE ADRESSE
760791525,Résidence Roger Sampic,73,76300,SOTTEVILLE LES ROUEN
760802108,Résidence Madeleine Riot,88,76300,SOTTEVILLE LES ROUEN
760791517,Résidence André DelalAndré,81,76300,SOTTEVILLE LES ROUEN
760790675,EHPAD Saint-Joseph,160,76300,SOTTEVILLE LES ROUEN
760803023,Centre hospitalier du Bois-Petit,239,76300,SOTTEVILLE LES ROUEN
760913608,Résidence Beauregard,57,76290,MONTIVILLIERS
760791947,Résidence Beauregard,66,76290,MONTIVILLIERS
760782367,EHPAD La Belle Étoile,80,76290,MONTIVILLIERS
760023259,EHPAD Korian Hauts de l'Abbaye,92,76290,MONTIVILLIERS
760782904,EHPAD La Pommeraie,122,76280,CRIQUETOT L ESNEVAL
760801845,Résidence Charles Ferrant,55,76270,NEUFCHATEL EN BRAY
760802918,EHPAD Centre hospitalier Fernand Langlois,201,76270,NEUFCHATEL EN BRAY
760791277,Résidence Edmond Michelet,44,76260,EU
760802892,EHPAD du Centre hospitalier de Eu,154,76260,EU
760791202,Résidence les Hortentias,61,76250,DEVILLE LES ROUEN
760920413,EHPAD la Filandière,134,76250,DEVILLE LES ROUEN
760791400,Foyer-Logement Résidence des pérêts,39,76240,LE MESNIL ESNARD
760791129,Foyer-Logement Résidence bellevue,59,76240,BONSECOURS
760800730,EHPAD Les Hautes Bruyères,120,76240,BONSECOURS
760919647,EHPAD Le Moulin des prés,63,76240,LE MESNIL ESNARD
760791095,Résidence des fontaines,62,76230,BOIS GUILLAUME BIHOREL
760791087,Résidence Tamarelle,81,76230,BOIS GUILLAUME BIHOREL
760914556,Résidence Hubert Minot,57,76230,QUINCAMPOIX
